"country";"energy_type";"year";"emission";"per_capita_emission"
"Aruba";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Australia";"Petroleum and other liquids (MMtonnes CO2)";2023;154;0.007126096
"Austria";"Petroleum and other liquids (MMtonnes CO2)";2023;33;0.007126096
"Azerbaijan";"Petroleum and other liquids (MMtonnes CO2)";2023;14;0.007126096
"Bahrain";"Petroleum and other liquids (MMtonnes CO2)";2023;9;0.007126096
"Bangladesh";"Petroleum and other liquids (MMtonnes CO2)";2023;42;0.007126096
"Barbados";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Belarus";"Petroleum and other liquids (MMtonnes CO2)";2023;16;0.007126096
"Belgium";"Petroleum and other liquids (MMtonnes CO2)";2023;77;0.007126096
"Belize";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Benin";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Bermuda";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Bhutan";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Bolivia";"Petroleum and other liquids (MMtonnes CO2)";2023;14;0.007126096
"Bosnia and Herzegovina";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Botswana";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Brazil";"Petroleum and other liquids (MMtonnes CO2)";2023;331;0.007126096
"British Virgin Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Brunei";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Bulgaria";"Petroleum and other liquids (MMtonnes CO2)";2023;14;0.007126096
"Burkina Faso";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Burma";"Petroleum and other liquids (MMtonnes CO2)";2023;17;0.007126096
"Burundi";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Cabo Verde";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Cambodia";"Petroleum and other liquids (MMtonnes CO2)";2023;11;0.007126096
"Cameroon";"Petroleum and other liquids (MMtonnes CO2)";2023;6;0.007126096
"Canada";"Petroleum and other liquids (MMtonnes CO2)";2023;294;0.007126096
"Cayman Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Central African Republic";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Chad";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Chile";"Petroleum and other liquids (MMtonnes CO2)";2023;56;0.007126096
"China";"Petroleum and other liquids (MMtonnes CO2)";2023;1847;0.007126096
"Colombia";"Petroleum and other liquids (MMtonnes CO2)";2023;50;0.007126096
"Comoros";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Congo-Brazzaville";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Congo-Kinshasa";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Cook Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Costa Rica";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"Cote d'Ivoire";"Petroleum and other liquids (MMtonnes CO2)";2023;12;0.007126096
"Croatia";"Petroleum and other liquids (MMtonnes CO2)";2023;10;0.007126096
"Cuba";"Petroleum and other liquids (MMtonnes CO2)";2023;18;0.007126096
"Cyprus";"Petroleum and other liquids (MMtonnes CO2)";2023;7;0.007126096
"Czechia";"Petroleum and other liquids (MMtonnes CO2)";2023;26;0.007126096
"Denmark";"Petroleum and other liquids (MMtonnes CO2)";2023;23;0.007126096
"Djibouti";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Dominica";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Dominican Republic";"Petroleum and other liquids (MMtonnes CO2)";2023;20;0.007126096
"Ecuador";"Petroleum and other liquids (MMtonnes CO2)";2023;38;0.007126096
"Egypt";"Petroleum and other liquids (MMtonnes CO2)";2023;115;0.007126096
"El Salvador";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"Equatorial Guinea";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Eritrea";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Estonia";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Eswatini";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Ethiopia";"Petroleum and other liquids (MMtonnes CO2)";2023;15;0.007126096
"Falkland Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Faroe Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Fiji";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Finland";"Petroleum and other liquids (MMtonnes CO2)";2023;23;0.007126096
"France";"Petroleum and other liquids (MMtonnes CO2)";2023;209;0.007126096
"French Polynesia";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Gabon";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Gambia, The";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Georgia";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Germany";"Petroleum and other liquids (MMtonnes CO2)";2023;278;0.007126096
"Ghana";"Petroleum and other liquids (MMtonnes CO2)";2023;13;0.007126096
"Gibraltar";"Petroleum and other liquids (MMtonnes CO2)";2023;15;0.007126096
"Greece";"Petroleum and other liquids (MMtonnes CO2)";2023;45;0.007126096
"Greenland";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Grenada";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Guam";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Guatemala";"Petroleum and other liquids (MMtonnes CO2)";2023;16;0.007126096
"Guinea";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Guinea-Bissau";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Guyana";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Haiti";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Honduras";"Petroleum and other liquids (MMtonnes CO2)";2023;10;0.007126096
"Hong Kong";"Petroleum and other liquids (MMtonnes CO2)";2023;35;0.007126096
"Hungary";"Petroleum and other liquids (MMtonnes CO2)";2023;21;0.007126096
"Iceland";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"India";"Petroleum and other liquids (MMtonnes CO2)";2023;643;0.007126096
"Indonesia";"Petroleum and other liquids (MMtonnes CO2)";2023;223;0.007126096
"Iran";"Petroleum and other liquids (MMtonnes CO2)";2023;317;0.007126096
"Iraq";"Petroleum and other liquids (MMtonnes CO2)";2023;153;0.007126096
"Ireland";"Petroleum and other liquids (MMtonnes CO2)";2023;23;0.007126096
"Israel";"Petroleum and other liquids (MMtonnes CO2)";2023;29;0.007126096
"Italy";"Petroleum and other liquids (MMtonnes CO2)";2023;163;0.007126096
"Jamaica";"Petroleum and other liquids (MMtonnes CO2)";2023;6;0.007126096
"Japan";"Petroleum and other liquids (MMtonnes CO2)";2023;403;0.007126096
"Jordan";"Petroleum and other liquids (MMtonnes CO2)";2023;13;0.007126096
"Kazakhstan";"Petroleum and other liquids (MMtonnes CO2)";2023;50;0.007126096
"Kenya";"Petroleum and other liquids (MMtonnes CO2)";2023;16;0.007126096
"Kiribati";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Kosovo";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Kuwait";"Petroleum and other liquids (MMtonnes CO2)";2023;49;0.007126096
"Kyrgyzstan";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Laos";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Latvia";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Lebanon";"Petroleum and other liquids (MMtonnes CO2)";2023;17;0.007126096
"Lesotho";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Liberia";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Libya";"Petroleum and other liquids (MMtonnes CO2)";2023;30;0.007126096
"Lithuania";"Petroleum and other liquids (MMtonnes CO2)";2023;10;0.007126096
"Luxembourg";"Petroleum and other liquids (MMtonnes CO2)";2023;7;0.007126096
"Macau";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Madagascar";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Malawi";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Malaysia";"Petroleum and other liquids (MMtonnes CO2)";2023;90;0.007126096
"Maldives";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Mali";"Petroleum and other liquids (MMtonnes CO2)";2023;7;0.007126096
"Malta";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"Mauritania";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Mauritius";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Mexico";"Petroleum and other liquids (MMtonnes CO2)";2023;228;0.007126096
"Micronesia";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Moldova";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Mongolia";"Petroleum and other liquids (MMtonnes CO2)";2023;6;0.007126096
"Montenegro";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Montserrat";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Morocco";"Petroleum and other liquids (MMtonnes CO2)";2023;39;0.007126096
"Mozambique";"Petroleum and other liquids (MMtonnes CO2)";2023;6;0.007126096
"Namibia";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Nauru";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Nepal";"Petroleum and other liquids (MMtonnes CO2)";2023;9;0.007126096
"Netherlands";"Petroleum and other liquids (MMtonnes CO2)";2023;112;0.007126096
"Netherlands Antilles";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"New Caledonia";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"New Zealand";"Petroleum and other liquids (MMtonnes CO2)";2023;22;0.007126096
"Nicaragua";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Niger";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Nigeria";"Petroleum and other liquids (MMtonnes CO2)";2023;72;0.007126096
"Niue";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"North Korea";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"North Macedonia";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Norway";"Petroleum and other liquids (MMtonnes CO2)";2023;26;0.007126096
"Oman";"Petroleum and other liquids (MMtonnes CO2)";2023;29;0.007126096
"Pakistan";"Petroleum and other liquids (MMtonnes CO2)";2023;94;0.007126096
"Palestinian Territories";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Panama";"Petroleum and other liquids (MMtonnes CO2)";2023;20;0.007126096
"Papua New Guinea";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Paraguay";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"Peru";"Petroleum and other liquids (MMtonnes CO2)";2023;35;0.007126096
"Philippines";"Petroleum and other liquids (MMtonnes CO2)";2023;62;0.007126096
"Poland";"Petroleum and other liquids (MMtonnes CO2)";2023;95;0.007126096
"Portugal";"Petroleum and other liquids (MMtonnes CO2)";2023;30;0.007126096
"Puerto Rico";"Petroleum and other liquids (MMtonnes CO2)";2023;12;0.007126096
"Qatar";"Petroleum and other liquids (MMtonnes CO2)";2023;28;0.007126096
"Romania";"Petroleum and other liquids (MMtonnes CO2)";2023;31;0.007126096
"Russia";"Petroleum and other liquids (MMtonnes CO2)";2023;453;0.007126096
"Rwanda";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Saint Helena";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Saint Kitts and Nevis";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Saint Lucia";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Saint Pierre and Miquelon";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Saint Vincent/Grenadines";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Samoa";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Sao Tome and Principe";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Saudi Arabia";"Petroleum and other liquids (MMtonnes CO2)";2023;418;0.007126096
"Senegal";"Petroleum and other liquids (MMtonnes CO2)";2023;10;0.007126096
"Serbia";"Petroleum and other liquids (MMtonnes CO2)";2023;12;0.007126096
"Seychelles";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Sierra Leone";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Singapore";"Petroleum and other liquids (MMtonnes CO2)";2023;211;0.007126096
"Slovakia";"Petroleum and other liquids (MMtonnes CO2)";2023;12;0.007126096
"Slovenia";"Petroleum and other liquids (MMtonnes CO2)";2023;7;0.007126096
"Solomon Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Somalia";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"South Africa";"Petroleum and other liquids (MMtonnes CO2)";2023;74;0.007126096
"South Korea";"Petroleum and other liquids (MMtonnes CO2)";2023;249;0.007126096
"South Sudan";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Spain";"Petroleum and other liquids (MMtonnes CO2)";2023;182;0.007126096
"Sri Lanka";"Petroleum and other liquids (MMtonnes CO2)";2023;14;0.007126096
"Sudan";"Petroleum and other liquids (MMtonnes CO2)";2023;18;0.007126096
"Suriname";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Sweden";"Petroleum and other liquids (MMtonnes CO2)";2023;37;0.007126096
"Switzerland";"Petroleum and other liquids (MMtonnes CO2)";2023;28;0.007126096
"Syria";"Petroleum and other liquids (MMtonnes CO2)";2023;15;0.007126096
"Taiwan";"Petroleum and other liquids (MMtonnes CO2)";2023;92;0.007126096
"Tajikistan";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Tanzania";"Petroleum and other liquids (MMtonnes CO2)";2023;12;0.007126096
"Thailand";"Petroleum and other liquids (MMtonnes CO2)";2023;161;0.007126096
"The Bahamas";"Petroleum and other liquids (MMtonnes CO2)";2023;3;0.007126096
"Timor-Leste";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Togo";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Tonga";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Trinidad and Tobago";"Petroleum and other liquids (MMtonnes CO2)";2023;4;0.007126096
"Tunisia";"Petroleum and other liquids (MMtonnes CO2)";2023;14;0.007126096
"Turkiye";"Petroleum and other liquids (MMtonnes CO2)";2023;147;0.007126096
"Turkmenistan";"Petroleum and other liquids (MMtonnes CO2)";2023;18;0.007126096
"Turks and Caicos Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"U.S. Pacific Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"U.S. Virgin Islands";"Petroleum and other liquids (MMtonnes CO2)";2023;2;0.007126096
"Uganda";"Petroleum and other liquids (MMtonnes CO2)";2023;6;0.007126096
"Ukraine";"Petroleum and other liquids (MMtonnes CO2)";2023;24;0.007126096
"United Arab Emirates";"Petroleum and other liquids (MMtonnes CO2)";2023;126;0.007126096
"United Kingdom";"Petroleum and other liquids (MMtonnes CO2)";2023;197;0.007126096
"United States";"Petroleum and other liquids (MMtonnes CO2)";2023;2258;0.007126096
"Uruguay";"Petroleum and other liquids (MMtonnes CO2)";2023;7;0.007126096
"Uzbekistan";"Petroleum and other liquids (MMtonnes CO2)";2023;13;0.007126096
"Vanuatu";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Venezuela";"Petroleum and other liquids (MMtonnes CO2)";2023;28;0.007126096
"Vietnam";"Petroleum and other liquids (MMtonnes CO2)";2023;72;0.007126096
"Wake Island";"Petroleum and other liquids (MMtonnes CO2)";2023;1;0.007126096
"Western Sahara";"Petroleum and other liquids (MMtonnes CO2)";2023;0;0.007126096
"Yemen";"Petroleum and other liquids (MMtonnes CO2)";2023;8;0.007126096
"Zambia";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Zimbabwe";"Petroleum and other liquids (MMtonnes CO2)";2023;5;0.007126096
"Afghanistan";"Petroleum and other liquids (MMtonnes CO2)";2021;7;0.007126096
"Albania";"Petroleum and other liquids (MMtonnes CO2)";2021;3;0.007126096
"Algeria";"Petroleum and other liquids (MMtonnes CO2)";2021;54;0.007126096
"American Samoa";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Angola";"Petroleum and other liquids (MMtonnes CO2)";2021;15;0.007126096
"Antarctica";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Antigua and Barbuda";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Argentina";"Petroleum and other liquids (MMtonnes CO2)";2021;98;0.007126096
"Armenia";"Petroleum and other liquids (MMtonnes CO2)";2021;2;0.007126096
"Aruba";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Australia";"Petroleum and other liquids (MMtonnes CO2)";2021;137;0.007126096
"Austria";"Petroleum and other liquids (MMtonnes CO2)";2021;33;0.007126096
"Azerbaijan";"Petroleum and other liquids (MMtonnes CO2)";2021;12;0.007126096
"Bahrain";"Petroleum and other liquids (MMtonnes CO2)";2021;8;0.007126096
"Bangladesh";"Petroleum and other liquids (MMtonnes CO2)";2021;33;0.007126096
"Barbados";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Belarus";"Petroleum and other liquids (MMtonnes CO2)";2021;16;0.007126096
"Belgium";"Petroleum and other liquids (MMtonnes CO2)";2021;79;0.007126096
"Belize";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Benin";"Petroleum and other liquids (MMtonnes CO2)";2021;5;0.007126096
"Bermuda";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Bhutan";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Bolivia";"Petroleum and other liquids (MMtonnes CO2)";2021;13;0.007126096
"Bosnia and Herzegovina";"Petroleum and other liquids (MMtonnes CO2)";2021;5;0.007126096
"Botswana";"Petroleum and other liquids (MMtonnes CO2)";2021;3;0.007126096
"Brazil";"Petroleum and other liquids (MMtonnes CO2)";2021;298;0.007126096
"British Virgin Islands";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Brunei";"Petroleum and other liquids (MMtonnes CO2)";2021;2;0.007126096
"Bulgaria";"Petroleum and other liquids (MMtonnes CO2)";2021;14;0.007126096
"Burkina Faso";"Petroleum and other liquids (MMtonnes CO2)";2021;5;0.007126096
"Burma";"Petroleum and other liquids (MMtonnes CO2)";2021;18;0.007126096
"Burundi";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Cabo Verde";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Cambodia";"Petroleum and other liquids (MMtonnes CO2)";2021;9;0.007126096
"Cameroon";"Petroleum and other liquids (MMtonnes CO2)";2021;5;0.007126096
"Canada";"Petroleum and other liquids (MMtonnes CO2)";2021;272;0.007126096
"Cayman Islands";"Petroleum and other liquids (MMtonnes CO2)";2021;1;0.007126096
"Central African Republic";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Chad";"Petroleum and other liquids (MMtonnes CO2)";2021;2;0.007126096
"Chile";"Petroleum and other liquids (MMtonnes CO2)";2021;50;0.007126096
"China";"Petroleum and other liquids (MMtonnes CO2)";2021;1742;0.007126096
"Colombia";"Petroleum and other liquids (MMtonnes CO2)";2021;50;0.007126096
"Comoros";"Petroleum and other liquids (MMtonnes CO2)";2021;0;0.007126096
"Congo-Brazzaville";"Petroleum and other liquids (MMtonnes CO2)";2021;2;0.007126096
"Congo-Kinshasa";"Petroleum and other liquids (MMtonnes CO2)";2021;4;0.007126096
